,_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
17,673a4b53528f480266bd7e5f,Bicicleta,esporte e lazer,836.66,45.438043164,2023-01-01,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
18,673a4b53528f480266bd7e60,Xadrez de madeira,brinquedos,44.82,3.2749453383,2023-01-01,Bianca Santos,PR,5,cupom,1,-24.89,-51.55
19,673a4b53528f480266bd7e64,Micro-ondas,eletrodomesticos,1035.84,55.6864683002,2021-01-02,Felipe Santos,SP,2,cartao_credito,6,-22.19,-48.79
20,673a4b53528f480266bd7e65,Cama king,moveis,660.46,35.4506339784,2021-01-02,Juliana Costa,RJ,5,cartao_credito,3,-22.25,-42.66
21,673a4b53528f480266bd7e66,Ciência de dados com python,livros,86.13,5.2731755368,2021-01-02,Camila Ribeiro,RJ,4,cartao_credito,3,-22.25,-42.66
22,673a4b53528f480266bd7e67,Guitarra,instrumentos musicais,957.84,51.5283634201,2021-01-02,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
23,673a4b53528f480266bd7e68,Ciência de dados com python,livros,72.75,1.458157705,2021-01-02,Beatriz Moraes,PR,4,cartao_credito,2,-24.89,-51.55
24,673a4b53528f480266bd7e69,Cama box,moveis,819.22,43.9041263642,2021-01-02,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
25,673a4b53528f480266bd7e6a,Headset,eletronicos,340.22,15.7001305473,2021-01-02,Thiago Silva,SP,2,cupom,1,-22.19,-48.79
26,673a4b53528f480266bd7e6b,Iniciando em programação,livros,61.73,0.0,2021-01-02,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
27,673a4b53528f480266bd7e6c,Jogo de panelas,utilidades domesticas,126.59,4.3249757326,2021-01-02,Juliana Costa,RS,1,cartao_credito,3,-30.17,-53.5
28,673a4b53528f480266bd7e6d,Guitarra,instrumentos musicais,1158.33,62.2086923009,2022-01-02,Bruno Rodrigues,SP,4,cartao_credito,2,-22.19,-48.79
29,673a4b53528f480266bd7e6e,Dashboards com Power BI,livros,57.63,9.3105595123,2022-01-02,Bianca Santos,SP,3,cartao_credito,1,-22.19,-48.79
30,673a4b53528f480266bd7e6f,Copo térmico,esporte e lazer,50.31,0.0,2022-01-02,Beatriz Moraes,RJ,1,cartao_credito,2,-22.25,-42.66
31,673a4b53528f480266bd7e70,Corda de pular,esporte e lazer,21.88,0.0,2022-01-02,Larissa Alves,SC,5,cartao_credito,5,-27.45,-50.95
32,673a4b53528f480266bd7e71,Mesa de jantar,moveis,264.63,14.6218559113,2022-01-02,Thiago Silva,MG,5,cartao_credito,4,-18.1,-44.38
33,673a4b53528f480266bd7e72,Ciência de dados com python,livros,79.28,1.8058605601,2022-01-02,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
34,673a4b53528f480266bd7e73,Bicicleta,esporte e lazer,520.28,27.9864706964,2022-01-02,Rafael Costa,SP,5,cartao_credito,5,-22.19,-48.79
35,673a4b53528f480266bd7e74,Mochila,esporte e lazer,147.99,5.4644613527,2022-01-02,João Souza,SP,4,boleto,1,-22.19,-48.79
36,673a4b53528f480266bd7e75,Poltrona,moveis,251.37,10.969135344,2022-01-02,Isabella Pereira,AL,4,boleto,1,-9.62,-36.82
37,673a4b53528f480266bd7e76,Dashboards com Power BI,livros,41.76,2.7546988942,2022-01-02,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
38,673a4b53528f480266bd7e77,Ciência de dados com python,livros,82.15,1.958679426,2023-01-02,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
39,673a4b53528f480266bd7e78,Smartwatch,eletronicos,184.84,17.9198218199,2023-01-02,Lucas Oliveira,BA,4,cartao_credito,3,-13.29,-41.71
40,673a4b53528f480266bd7e79,Bola de vôlei,esporte e lazer,55.1,3.2170351457,2023-01-02,Bianca Santos,SP,1,cartao_credito,4,-22.19,-48.79
41,673a4b53528f480266bd7e7a,Cômoda,moveis,417.02,19.7894995019,2023-01-02,Felipe Santos,PR,5,cartao_credito,2,-24.89,-51.55
42,673a4b53528f480266bd7e7b,Fone de ouvido,eletronicos,108.12,6.6969125635,2023-01-02,Beatriz Moraes,PR,4,cartao_credito,5,-24.89,-51.55
43,673a4b53528f480266bd7e7c,Lava louças,eletrodomesticos,1702.95,88.2614034053,2023-01-02,João Souza,PR,2,cartao_credito,10,-24.89,-51.55
44,673a4b53528f480266bd7e7d,TV Led UHD 4K,eletronicos,2404.01,125.5907393338,2023-01-02,Pedro Gomes,MG,5,cartao_credito,2,-18.1,-44.38
45,673a4b53528f480266bd7e7e,Modelagem preditiva,livros,70.49,1.337819504,2023-01-02,Isabella Pereira,PE,4,cupom,1,-8.38,-37.86
46,673a4b53528f480266bd7e7f,Dashboards com Power BI,livros,40.98,0.0,2023-01-02,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
47,673a4b53528f480266bd7e80,Assistente virtual,eletronicos,214.5,9.0059187638,2023-01-02,Thiago Silva,BA,5,cartao_credito,10,-13.29,-41.71
48,673a4b53528f480266bd7e89,Geladeira,eletrodomesticos,2774.0,147.9902805969,2021-01-03,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
49,673a4b53528f480266bd7e8a,Lavadora de roupas,eletrodomesticos,2034.43,108.8583816384,2021-01-03,Thiago Silva,RS,5,cartao_credito,2,-30.17,-53.5
50,673a4b53528f480266bd7e8b,Celular ABXY,eletronicos,1522.65,87.3184671407,2021-01-03,Juliana Costa,SP,1,cartao_credito,4,-22.19,-48.79
51,673a4b53528f480266bd7e8c,Xadrez de madeira,brinquedos,28.76,0.0,2021-01-03,Lucas Oliveira,SP,4,cartao_credito,5,-22.19,-48.79
52,673a4b53528f480266bd7e8d,Fogão,eletrodomesticos,1378.02,74.7745347061,2021-01-03,Beatriz Moraes,MS,5,boleto,1,-20.51,-54.54
53,673a4b53528f480266bd7e8e,Cubo mágico 8x8,brinquedos,14.52,3.9369626407,2021-01-03,Thiago Silva,DF,5,cartao_credito,5,-15.83,-47.86
54,673a4b53528f480266bd7e8f,Micro-ondas,eletrodomesticos,930.94,47.1541934231,2021-01-03,Thiago Silva,PE,5,cartao_credito,10,-8.38,-37.86
55,673a4b53528f480266bd7e90,Corda de pular,esporte e lazer,32.96,11.3359643772,2022-01-03,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
56,673a4b53528f480266bd7e91,Celular ABXY,eletronicos,1100.5,59.2853264023,2022-01-03,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
57,673a4b53528f480266bd7e92,Bola de vôlei,esporte e lazer,54.42,3.1808271914,2022-01-03,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
58,673a4b53528f480266bd7e93,Guarda roupas,moveis,663.54,36.0185209544,2022-01-03,Juliana Costa,RS,3,cartao_credito,10,-30.17,-53.5
59,673a4b53528f480266bd7e94,Lavadora de roupas,eletrodomesticos,2060.2,107.2838911531,2022-01-03,Mariana Ferreira,PB,4,cartao_credito,5,-7.28,-36.72
60,673a4b53528f480266bd7e95,Carrinho controle remoto,brinquedos,116.0,3.7610900916,2022-01-03,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
61,673a4b53528f480266bd7e96,Sofá retrátil,moveis,890.4,44.9955603837,2022-01-03,Rafael Costa,RS,4,boleto,1,-30.17,-53.5
62,673a4b53528f480266bd7e97,Mesa de jantar,moveis,476.88,22.9768644188,2022-01-03,João Souza,MG,4,cartao_credito,10,-18.1,-44.38
63,673a4b53528f480266bd7e98,Ciência de dados com python,livros,50.51,10.2450858314,2022-01-03,Thiago Silva,MG,1,cartao_credito,6,-18.1,-44.38
64,673a4b53528f480266bd7e99,Headset,eletronicos,219.88,11.9967253244,2022-01-03,Mariana Ferreira,CE,5,cartao_credito,4,-5.2,-39.53
65,673a4b53528f480266bd7e9a,Pandeiro,instrumentos musicais,109.52,3.416049586,2022-01-03,Pedro Gomes,PE,5,cartao_credito,1,-8.38,-37.86
66,673a4b53528f480266bd7e9b,Lavadora de roupas,eletrodomesticos,1732.36,89.8273974282,2022-01-03,Bruno Rodrigues,RJ,5,cartao_credito,2,-22.25,-42.66
67,673a4b53528f480266bd7e9c,Modelagem preditiva,livros,71.64,1.3990535443,2023-01-03,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
68,673a4b53528f480266bd7e9d,Bateria,instrumentos musicais,535.83,26.1157745734,2023-01-03,Felipe Santos,MG,5,cartao_credito,8,-18.1,-44.38
69,673a4b53528f480266bd7e9e,Dashboards com Power BI,livros,43.35,3.2481049178,2023-01-03,Rafael Costa,BA,5,cartao_credito,2,-13.29,-41.71
70,673a4b53528f480266bd7e9f,Dinossauro Rex,brinquedos,28.71,2.2157332793,2023-01-03,Bruno Rodrigues,RJ,5,cartao_credito,7,-22.25,-42.66
71,673a4b53528f480266bd7ea0,Bicicleta,esporte e lazer,406.16,22.3138102573,2023-01-03,Bruno Rodrigues,PA,4,cartao_credito,6,-3.79,-52.48
72,673a4b53528f480266bd7ea1,Cama box,moveis,834.98,44.9912775682,2023-01-03,Mariana Ferreira,SP,1,cartao_credito,3,-22.19,-48.79
73,673a4b53528f480266bd7ea6,Assistente virtual,eletronicos,180.46,10.295964254,2021-01-04,Lucas Oliveira,PE,1,cartao_credito,4,-8.38,-37.86
74,673a4b53528f480266bd7ea7,Boneca bebê,brinquedos,67.88,4.1406707791,2021-01-04,Mariana Ferreira,MG,5,cartao_credito,2,-18.1,-44.38
75,673a4b53528f480266bd7ea8,Bicicleta,esporte e lazer,773.72,41.729366863,2021-01-04,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
76,673a4b53528f480266bd7ea9,Lavadora de roupas,eletrodomesticos,1822.44,94.6238864312,2021-01-04,Thiago Silva,MS,3,cartao_credito,5,-20.51,-54.54
77,673a4b53528f480266bd7eaa,Pandeiro,instrumentos musicais,58.75,6.292077079,2021-01-04,Juliana Costa,SP,3,cupom,1,-22.19,-48.79
78,673a4b53528f480266bd7eab,Guitarra,instrumentos musicais,892.6,48.0545296884,2021-01-04,Mariana Ferreira,PR,4,boleto,1,-24.89,-51.55
79,673a4b53528f480266bd7eac,Panela de pressão,utilidades domesticas,94.58,2.6205395316,2021-01-04,Juliana Costa,DF,5,cartao_credito,10,-15.83,-47.86
80,673a4b53528f480266bd7ead,Mesa de centro,moveis,217.42,19.3750120217,2021-01-04,Bruno Rodrigues,SP,5,cartao_debito,1,-22.19,-48.79
81,673a4b53528f480266bd7eae,Iniciando em programação,livros,83.18,5.1160969115,2021-01-04,Isabella Pereira,SP,3,cartao_credito,4,-22.19,-48.79
82,673a4b53528f480266bd7eaf,Boneca bebê,brinquedos,51.2,3.2573504949,2021-01-04,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
83,673a4b53528f480266bd7eb0,Dashboards com Power BI,livros,40.85,0.0,2021-01-04,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
84,673a4b53528f480266bd7eb1,Celular ABXY,eletronicos,1578.34,81.6262957825,2021-01-04,Bianca Santos,SP,4,cartao_credito,2,-22.19,-48.79
85,673a4b53528f480266bd7eb2,Guarda roupas,moveis,666.47,33.0719615556,2022-01-04,Rafael Costa,MA,5,boleto,1,-5.42,-45.44
86,673a4b53528f480266bd7eb3,Cômoda,moveis,331.48,15.2347518407,2022-01-04,Isabella Pereira,MG,5,cartao_credito,10,-18.1,-44.38
87,673a4b53528f480266bd7eb4,Impressora,eletronicos,363.8,20.0582676933,2022-01-04,Isabella Pereira,RJ,5,cartao_credito,5,-22.25,-42.66
88,673a4b53528f480266bd7eb5,Faqueiro,utilidades domesticas,76.93,4.9847062385,2022-01-04,Bianca Santos,SP,4,cartao_credito,3,-22.19,-48.79
89,673a4b53528f480266bd7eb6,Ciência de dados com python,livros,75.04,1.5800933158,2022-01-04,Bianca Santos,RO,2,cartao_credito,7,-10.83,-63.34
90,673a4b53528f480266bd7eb7,Micro-ondas,eletrodomesticos,677.31,33.6491589445,2022-01-04,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
91,673a4b53528f480266bd7ebe,Jogo de panelas,utilidades domesticas,268.49,14.8273892988,2021-01-05,Isabella Pereira,BA,5,cupom,1,-13.29,-41.71
92,673a4b53528f480266bd7ebf,Kit banquetas,moveis,394.53,21.533800584,2021-01-05,Felipe Santos,SC,5,cartao_credito,3,-27.45,-50.95
93,673a4b53528f480266bd7ec0,Celular Plus X42,eletronicos,2842.86,151.6568684382,2021-01-05,Bianca Santos,SP,4,cupom,1,-22.19,-48.79
94,673a4b53528f480266bd7ec1,Geladeira,eletrodomesticos,2405.84,129.5028576086,2021-01-05,Isabella Pereira,RJ,3,cartao_credito,2,-22.25,-42.66
95,673a4b53528f480266bd7ec2,Headset,eletronicos,98.2,2.8132936411,2021-01-05,Felipe Santos,RJ,5,cartao_credito,4,-22.25,-42.66
96,673a4b53528f480266bd7ec3,Ciência de dados com python,livros,58.61,4.0606540096,2021-01-05,Beatriz Moraes,PR,4,cartao_credito,1,-24.89,-51.55
97,673a4b53528f480266bd7ec4,Micro-ondas,eletrodomesticos,1034.13,55.5954159446,2021-01-05,Mariana Ferreira,SP,4,cartao_credito,4,-22.19,-48.79
98,673a4b53528f480266bd7ec5,Tablet ABXY,eletronicos,1642.22,85.0277136057,2022-01-05,Lucas Oliveira,SP,4,cartao_credito,6,-22.19,-48.79
99,673a4b53528f480266bd7ec6,Mesa de jantar,moveis,360.0,19.4520428834,2022-01-05,Thiago Silva,SP,2,boleto,1,-22.19,-48.79
100,673a4b53528f480266bd7ec7,Sofá retrátil,moveis,895.8,45.2830941384,2022-01-05,Pedro Gomes,SP,5,cartao_credito,9,-22.19,-48.79
101,673a4b53528f480266bd7ec8,Cadeira de escritório,moveis,619.44,33.5144209995,2022-01-05,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
102,673a4b53528f480266bd7ec9,Mesa de centro,moveis,282.19,12.6102076249,2022-01-05,Pedro Gomes,MG,5,cartao_credito,1,-18.1,-44.38
103,673a4b53528f480266bd7eca,Tablet ABXY,eletronicos,1754.04,93.6804790483,2022-01-05,Rafael Costa,MG,5,cartao_credito,8,-18.1,-44.38
104,673a4b53528f480266bd7ecb,Mochila,esporte e lazer,132.49,4.639132983,2022-01-05,Felipe Santos,BA,5,boleto,1,-13.29,-41.71
105,673a4b53528f480266bd7ecc,Mesa de centro,moveis,277.62,15.0712066192,2022-01-05,Lucas Oliveira,SC,5,cartao_credito,1,-27.45,-50.95
106,673a4b53528f480266bd7ecd,Cadeira de escritório,moveis,403.02,21.9907070783,2022-01-05,Juliana Costa,MG,1,boleto,1,-18.1,-44.38
107,673a4b53528f480266bd7ed4,Guarda roupas,moveis,607.71,32.8898337881,2021-01-06,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
108,673a4b53528f480266bd7ed5,Boneca bebê,brinquedos,71.38,4.0895470723,2021-01-06,Camila Ribeiro,SP,3,cartao_credito,10,-22.19,-48.79
109,673a4b53528f480266bd7ed6,Dashboards com Power BI,livros,55.44,3.6390253647,2021-01-06,Camila Ribeiro,SP,3,cartao_credito,10,-22.19,-48.79
110,673a4b53528f480266bd7ed7,Guitarra,instrumentos musicais,818.58,41.1713614473,2021-01-06,Isabella Pereira,SP,5,cupom,1,-22.19,-48.79
111,673a4b53528f480266bd7ed8,Mesa de centro,moveis,214.27,11.9403374145,2021-01-06,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
112,673a4b53528f480266bd7ed9,TV Led UHD 4K,eletronicos,2366.39,123.58758751,2021-01-06,Isabella Pereira,MG,3,boleto,1,-18.1,-44.38
113,673a4b53528f480266bd7eda,Boneca bebê,brinquedos,78.61,4.4688719181,2021-01-06,Lucas Oliveira,MG,5,cartao_debito,1,-18.1,-44.38
114,673a4b53528f480266bd7edb,Cama king,moveis,897.42,48.0680411071,2021-01-06,Pedro Gomes,PB,3,cartao_credito,3,-7.28,-36.72
115,673a4b53528f480266bd7edc,Cama king,moveis,695.31,34.6076047932,2021-01-06,João Souza,SP,1,boleto,1,-22.19,-48.79
116,673a4b53528f480266bd7edd,Mesa de jantar,moveis,317.11,17.1682794138,2022-01-06,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
117,673a4b53528f480266bd7ede,Cubo mágico 8x8,brinquedos,20.95,1.6466289991,2022-01-06,Isabella Pereira,PA,4,cartao_credito,10,-3.79,-52.48
118,673a4b53528f480266bd7edf,Xadrez de madeira,brinquedos,37.57,0.0,2022-01-06,Beatriz Moraes,SP,4,cartao_credito,8,-22.19,-48.79
119,673a4b53528f480266bd7ee0,Bola de basquete,esporte e lazer,70.87,1.3580533608,2022-01-06,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
120,673a4b53528f480266bd7ee1,Celular ABXY,eletronicos,1490.52,83.8457446259,2022-01-06,Felipe Santos,MG,5,cartao_credito,5,-18.1,-44.38
121,673a4b53528f480266bd7ee2,Bola de vôlei,esporte e lazer,79.7,4.5269111389,2022-01-06,Bianca Santos,MG,5,cartao_credito,6,-18.1,-44.38
122,673a4b53528f480266bd7ee3,Cômoda,moveis,430.76,30.4922543858,2022-01-06,Thiago Silva,RJ,5,cartao_credito,4,-22.25,-42.66
123,673a4b53528f480266bd7ee4,Copo térmico,esporte e lazer,72.03,5.2344961512,2022-01-06,Felipe Santos,CE,5,cartao_credito,8,-5.2,-39.53
124,673a4b53528f480266bd7ee5,Corda de pular,esporte e lazer,13.3,0.0,2022-01-06,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
125,673a4b53528f480266bd7ee6,Sofá retrátil,moveis,860.42,43.3992155757,2022-01-06,Rafael Costa,MG,5,cartao_credito,3,-18.1,-44.38
126,673a4b53528f480266bd7ee7,Jogo de tabuleiro,brinquedos,183.79,10.0693904942,2022-01-06,Thiago Silva,SP,3,cartao_credito,1,-22.19,-48.79
127,673a4b53528f480266bd7ee8,Cubo mágico 8x8,brinquedos,12.83,2.0822742487,2022-01-06,Mariana Ferreira,SP,5,cartao_credito,7,-22.19,-48.79
128,673a4b53528f480266bd7ee9,Boneca bebê,brinquedos,77.75,11.9419632143,2022-01-06,Thiago Silva,SP,2,cartao_credito,3,-22.19,-48.79
129,673a4b53528f480266bd7eee,Dinossauro Rex,brinquedos,24.39,1.8297986502,2021-01-07,Bianca Santos,MG,4,cartao_credito,6,-18.1,-44.38
130,673a4b53528f480266bd7eef,Dashboards com Power BI,livros,46.87,0.0,2021-01-07,Beatriz Moraes,RS,5,cartao_credito,8,-30.17,-53.5
131,673a4b53528f480266bd7ef0,Mesa de centro,moveis,238.81,13.2470185882,2021-01-07,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
132,673a4b53528f480266bd7ef1,Mesa de centro,moveis,238.33,20.488406616,2021-01-07,Thiago Silva,RJ,5,boleto,1,-22.25,-42.66
133,673a4b53528f480266bd7ef2,Jogo de tabuleiro,brinquedos,248.91,13.5424854904,2021-01-07,Rafael Costa,MT,1,cartao_credito,2,-12.64,-55.42
134,673a4b53528f480266bd7ef3,Dinossauro Rex,brinquedos,19.59,0.0,2021-01-07,Larissa Alves,SP,3,cartao_credito,1,-22.19,-48.79
135,673a4b53528f480266bd7ef4,Cama box,moveis,664.41,32.9622727529,2021-01-07,Beatriz Moraes,PR,5,cartao_credito,1,-24.89,-51.55
136,673a4b53528f480266bd7ef5,Geladeira,eletrodomesticos,3309.16,173.7872537772,2021-01-07,Mariana Ferreira,SC,1,cartao_credito,4,-27.45,-50.95
137,673a4b53528f480266bd7ef6,Smart TV,eletronicos,2179.74,116.3477233708,2021-01-07,Mariana Ferreira,DF,5,cartao_credito,1,-15.83,-47.86
138,673a4b53528f480266bd7ef7,Cadeira de escritório,moveis,496.37,27.3700570508,2021-01-07,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
139,673a4b53528f480266bd7ef8,Iniciando em programação,livros,56.9,3.560858347,2021-01-07,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
140,673a4b53528f480266bd7ef9,Corda de pular,esporte e lazer,26.63,1.9490719113,2022-01-07,Thiago Silva,SP,5,cartao_credito,2,-22.19,-48.79
141,673a4b53528f480266bd7efa,Lava louças,eletrodomesticos,1567.6,84.0010885515,2022-01-07,Bruno Rodrigues,SP,1,cupom,1,-22.19,-48.79
142,673a4b53528f480266bd7efb,Celular ABXY,eletronicos,1594.69,82.4968840951,2022-01-07,Isabella Pereira,RJ,5,cartao_credito,3,-22.25,-42.66
143,673a4b53528f480266bd7efc,Guitarra,instrumentos musicais,955.2,51.1446522815,2022-01-07,Lucas Oliveira,RS,3,cartao_credito,1,-30.17,-53.5
144,673a4b53528f480266bd7efd,Blocos de montar,brinquedos,44.17,2.640696431,2022-01-07,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
145,673a4b53528f480266bd7efe,Celular Plus X42,eletronicos,3386.44,177.9021812878,2022-01-07,Larissa Alves,SP,4,cartao_credito,8,-22.19,-48.79
146,673a4b53528f480266bd7eff,Xadrez de madeira,brinquedos,31.39,0.0,2022-01-07,João Souza,RS,2,cartao_credito,5,-30.17,-53.5
147,673a4b53528f480266bd7f00,Headset,eletronicos,281.02,15.2465954871,2022-01-07,Mariana Ferreira,MS,5,boleto,1,-20.51,-54.54
148,673a4b53528f480266bd7f01,Modelagem preditiva,livros,105.99,3.2280877057,2022-01-07,Thiago Silva,SP,1,cartao_credito,4,-22.19,-48.79
149,673a4b53528f480266bd7f0d,Cama box,moveis,644.88,31.922359007,2021-01-08,Larissa Alves,TO,3,cartao_credito,5,-9.46,-48.26
150,673a4b53528f480266bd7f0e,Lava louças,eletrodomesticos,1304.52,67.0462045436,2021-01-08,Beatriz Moraes,RS,5,cartao_credito,5,-30.17,-53.5
151,673a4b53528f480266bd7f0f,Geladeira,eletrodomesticos,2779.44,148.5279228476,2021-01-08,Bruno Rodrigues,RJ,5,cartao_credito,4,-22.25,-42.66
152,673a4b53528f480266bd7f10,Smartwatch,eletronicos,269.3,14.6225407456,2021-01-08,Juliana Costa,RJ,5,cartao_credito,5,-22.25,-42.66
153,673a4b53528f480266bd7f11,Poltrona,moveis,280.79,15.6382349209,2021-01-08,Camila Ribeiro,RJ,5,cartao_debito,1,-22.25,-42.66
154,673a4b53528f480266bd7f12,Sofá retrátil,moveis,903.89,49.017838409,2021-01-08,Juliana Costa,SP,1,cartao_debito,1,-22.19,-48.79
155,673a4b53528f480266bd7f13,Lavadora de roupas,eletrodomesticos,1673.59,95.4932470308,2021-01-08,João Souza,SP,1,boleto,1,-22.19,-48.79
156,673a4b53528f480266bd7f14,TV Led UHD 4K,eletronicos,3158.33,175.973580586,2021-01-08,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
157,673a4b53528f480266bd7f15,Jogo de panelas,utilidades domesticas,258.57,11.3525136834,2021-01-08,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
158,673a4b53528f480266bd7f16,Modelagem preditiva,livros,101.54,14.5010858917,2021-01-08,Rafael Costa,DF,3,cartao_credito,4,-15.83,-47.86
159,673a4b53528f480266bd7f17,Guarda roupas,moveis,697.32,37.4133180887,2021-01-08,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
160,673a4b53528f480266bd7f18,Guitarra,instrumentos musicais,946.34,47.9741970936,2021-01-08,Felipe Santos,SP,2,cartao_credito,3,-22.19,-48.79
161,673a4b53528f480266bd7f19,Faqueiro,utilidades domesticas,72.62,1.4512355961,2021-01-08,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
162,673a4b53528f480266bd7f1a,Lava louças,eletrodomesticos,1604.75,85.9792142893,2021-01-08,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
163,673a4b53528f480266bd7f1b,Iniciando em programação,livros,41.11,0.0,2022-01-08,Thiago Silva,ES,1,cartao_credito,1,-19.19,-40.34
164,673a4b53528f480266bd7f1c,Smartwatch,eletronicos,237.47,14.2973574466,2022-01-08,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
165,673a4b53528f480266bd7f1d,Guitarra,instrumentos musicais,1115.85,57.0000946391,2022-01-08,Mariana Ferreira,RJ,5,boleto,1,-22.25,-42.66
166,673a4b53528f480266bd7f1e,Jogo de copos,utilidades domesticas,45.01,2.9277516169,2022-01-08,Lucas Oliveira,RS,4,boleto,1,-30.17,-53.5
167,673a4b53528f480266bd7f1f,Corda de pular,esporte e lazer,10.08,1.0629946648,2022-01-08,Bianca Santos,RJ,1,cartao_credito,1,-22.25,-42.66
168,673a4b53528f480266bd7f20,Boneca bebê,brinquedos,51.46,0.0,2022-01-08,Pedro Gomes,CE,5,cartao_credito,1,-5.2,-39.53
